8,8647,1407,5019,1379,318300
15,8112,1376,4576,1348,253400
7,10648,1818,6075,1797,278200
5,1150,311,648,245,300000
3,14014,2861,7205,2753,273500
23,4332,857,2461,829,223400
35,1716,312,914,316,214500
31,4981,964,2841,924,220200
24,8444,1492,4446,1491,240300
6,3028,778,1531,736,158000
26,2068,532,1434,495,224200
33,1325,274,909,267,177200
24,2563,485,1174,501,216100
18,5505,1005,2641,971,269700
20,6462,1294,3288,1235,231200
4,3746,993,1606,838,162500
13,8918,1823,4518,1772,254000
31,1949,344,986,322,196200
17,4924,1247,3080,1182,189400
17,5133,1375,3386,1339,220800
16,6647,2098,4649,1903,213800
15,5674,748,2412,714,442900
21,10687,1540,4552,1520,333400
25,1354,192,596,220,352400
27,3715,526,1631,538,305300
33,2095,342,941,304,259600
29,3517,645,1724,585,248900
31,2537,382,1067,410,356000
14,5106,1207,2738,1108,236000
23,2215,475,1278,492,218800
28,2949,529,1538,545,228000
18,2375,652,1252,586,235900
28,2312,496,1344,467,203200
35,2277,420,1353,413,197000
26,2506,387,1273,406,236400
28,2829,566,1610,540,223200
26,3179,703,2142,639,222700
26,2332,371,1285,404,225000
18,3584,715,1673,661,240100
28,3046,507,1772,516,227900
28,2414,415,1106,453,268600
29,4133,744,2023,749,275100
34,2791,495,1276,468,256300
27,6103,1249,3026,1134,332400
32,2572,406,1128,395,287600
26,1910,371,852,357,298900
27,1890,303,889,314,287600
25,5405,939,2831,923,222200
26,3761,623,1776,613,232600
25,3333,511,1671,504,258300
23,4925,948,2530,894,230900
33,3994,764,2721,763,196900
22,5811,1125,3215,1086,223500
26,4211,741,2352,734,223900
27,5532,973,2855,960,243500
7,28258,3864,12203,3701,451100
9,4909,577,1981,591,500001
10,7441,1588,3571,1466,193100
23,4314,676,1972,623,264400
26,2016,322,1105,357,246900
13,5377,744,2759,760,337300
22,9167,1373,4319,1404,284800
26,3087,532,1597,483,217300
23,3170,532,1446,515,291700
26,2145,369,1285,377,223800
25,4209,731,2568,703,223100
23,4247,835,2357,823,211300
25,4458,922,2998,890,218500
17,407,97,307,100,156300
20,6483,1068,3526,1060,248200
35,1867,343,1213,338,186000
6,2918,672,1911,639,178200
34,2316,478,1524,467,190400
31,1240,264,719,236,210300
16,4458,856,3038,870,208000
18,1746,437,1268,404,183300
19,4572,712,2346,709,245700
21,4280,673,2216,681,242200
7,6352,1390,3223,1316,181700
4,7477,1576,2937,1506,299400
22,4638,716,2302,687,219500
25,4377,668,2038,671,231800
26,3816,637,1935,642,221300
26,2806,459,1453,444,213800
26,4822,845,2288,805,206000
15,6473,1027,2484,970,271100
6,8072,1050,3386,1062,336500
46,1280,209,512,208,315600
24,3166,424,1081,400,500001
13,3742,555,1590,559,285400
18,7397,1137,3126,1115,323000
23,1655,223,706,219,291900
3,2456,582,793,456,225600
23,2179,308,926,299,259600
20,1804,254,831,260,262900
18,3631,547,1700,520,257300
18,2876,423,1395,427,259200
12,7490,1207,3329,1136,339700
23,2234,270,854,286,337200
22,1898,239,734,245,334100
